64.8482132,13.0174638
64.8482043,13.0171954
64.8472678,13.0099828
64.8407268,12.9988356
64.8378778,12.9955222
64.8284057,12.9879707
64.7724436,12.8762182
64.7696171,12.8709942
64.7680716,12.8710312
64.7675744,12.8712765
64.7628319,12.8667749
64.7626541,12.8665427
64.7603663,12.8649477
64.7520561,12.8601457
64.7494472,12.8574225
64.7491444,12.8567243
64.7487335,12.8555782
64.7484772,12.8548484
64.7427908,12.8456158
64.7425066,12.8453825
64.7414162,12.8442224
64.7390928,12.8396072
64.739024,12.8394072
64.7386875,12.8383591
64.7383744,12.8372189
64.7363542,12.8266976
64.7352173,12.8224115
64.7330492,12.8155066
64.7321694,12.8135197
64.7319258,12.8130878
64.7299214,12.8105062
64.7243241,12.8041159
64.7222777,12.8025273
64.7137733,12.7963427
64.7133848,12.7961762
64.712996,12.7960672
64.7123506,12.7959422
64.7121439,12.7958825
64.7102141,12.7941358
64.7024815,12.7787988
64.7019904,12.7780694
64.6980322,12.7700041
64.6958697,12.7637697
64.6936534,12.7594533
64.69311,12.7585342
64.6929878,12.7582658
64.6928333,12.7579267
64.6921043,12.7551323
64.6919799,12.7542405
64.6918896,12.7532779
64.6838134,12.7309621
64.6831704,12.7304288
64.6782421,12.7080413
64.6773578,12.7040848
64.6742324,12.6905897
64.6709705,12.6808789
64.6664733,12.6759403
64.6640748,12.6669716
64.6612349,12.6510031
64.6602101,12.649524
64.6581926,12.6489735
64.6500213,12.6425323
64.6384745,12.6237661
64.6371317,12.6203787
64.636535,12.618873
64.636179,12.617982
64.635585,12.616504
64.633812,12.611975
64.6329585,12.6089661
64.632405,12.6071304
64.6257875,12.6065022
64.6205948,12.6029094
64.6202583,12.6025332
64.6173834,12.5992115
64.617075,12.5987451
64.6165336,12.5978013
64.6146576,12.593967
64.6134186,12.5915464
64.6113547,12.5899116
64.6105001,12.5897552
64.610058,12.5896208
64.6063465,12.5838739
64.5980876,12.5635635
64.5952869,12.5612268
64.5934031,12.5606506
64.5918302,12.5614176
64.5896973,12.5627292
64.5872991,12.5618726
64.5855004,12.560713
64.5851055,12.5604496
64.5826449,12.558144
64.5823476,12.5578113
64.5807261,12.5555354
64.5794891,12.5537599
64.5784112,12.5522148
64.5781443,12.5518251
64.5777929,12.5512593
64.5745282,12.5401381
64.5744,12.5393435
64.5734166,12.5330232
64.5735426,12.5226728
64.5731375,12.5182048
64.5727036,12.515995
64.5673835,12.5053595
64.5646743,12.5028651
64.5642959,12.5019147
64.5640991,12.501415
64.5637256,12.5004386
64.5636384,12.5002147
64.5635807,12.5000667
64.5635406,12.4999638
64.5626605,12.4977083
64.5621644,12.4964319
64.5619822,12.4959024
64.5614618,12.4938944
64.5614212,12.4937311
64.5609731,12.4918731
64.560842,12.4913148
64.5598218,12.4869014
64.5594851,12.4853488
64.5592774,12.4830748
64.559185,12.4818421
64.5591272,12.4810891
64.559074,12.4804686
64.5586446,12.4784817
64.5581785,12.4776149
64.5560251,12.4753754
64.554885,12.4727505
64.5542577,12.4706983
64.5540666,12.47004
64.5531663,12.4670402
64.5524084,12.4651823
64.5513914,12.463668
64.5496536,12.461291
64.5493206,12.4609697
64.5490505,12.4607071
64.5488806,12.46058
64.5461617,12.4570986
64.5454381,12.4553986
64.5417232,12.450975
64.5411444,12.4495164
64.5395343,12.4465924
64.5359933,12.4423564
64.5363299,12.4360307
64.5368533,12.4324986
64.5341812,12.4116159
64.5308562,12.4042485
64.5296388,12.3994719
64.5260969,12.385495
64.5257997,12.3850197
64.5244187,12.3842116
64.5116159,12.3686888
64.4895145,12.3488187
64.4882031,12.3480629
64.4876412,12.34762
64.4864764,12.3439746
64.4864326,12.3434307
64.4861869,12.3406943
64.4858771,12.3380057
64.4856036,12.3364935
64.4854232,12.3356332
64.4841546,12.3310529
64.4782714,12.3289685
64.4690079,12.3128035
64.4688807,12.3126845
64.4676867,12.3105227
64.4674834,12.3097977
64.4674552,12.309685
64.4669807,12.3074123
64.4663254,12.3041598
64.4662722,12.3039129
64.4659044,12.3022866
64.4652578,12.3001378
64.4652766,12.3000431
64.4647237,12.298498
64.4643931,12.2976077
64.4642078,12.2971019
64.4639916,12.2966595
64.4625726,12.2945966
64.4614715,12.2937113
64.4613109,12.293615
64.4606589,12.2933844
64.4596856,12.2933081
64.4591914,12.2934605
64.4580141,12.2941628
64.4579577,12.2942019
64.456865,12.2952223
64.4565194,12.295704
64.4539934,12.2995884
64.4421204,12.3079973
64.4112024,12.3273722
