63.0862499,21.6148701
63.08637,21.6155286
63.0863935,21.6156568
63.0866429,21.6170243
63.0868172,21.6180092
63.0869454,21.6187302
63.0866747,21.6189597
63.0862417,21.6193295
63.0860419,21.6195032
63.0854506,21.6200257
63.0853237,21.6202297
63.0852825,21.6203675
63.0853202,21.6208101
63.085558,21.6221251
63.0856576,21.6227058
63.0856693,21.6227742
63.0857785,21.6233949
63.0859873,21.6241115
63.0860647,21.6241774
63.0861866,21.6247568
63.0861379,21.6250036
63.0859143,21.6252221
63.0857853,21.6251153
63.0856679,21.6251676
63.0855181,21.6253628
63.0851353,21.6259218
63.0845473,21.6269275
63.0839297,21.6282628
63.0830613,21.6308118
63.0808126,21.6436289
63.0799209,21.6513177
63.0757484,21.6732606
63.0756801,21.673547
63.0742127,21.6831284
63.0729194,21.6912874
63.0728433,21.6915726
63.0727144,21.6920143
63.0719365,21.6943431
63.0675029,21.7021075
63.0567366,21.7123519
63.0506515,21.7176517
63.0404313,21.7315442
63.0400917,21.7321103
63.0370779,21.7370885
63.0307011,21.7507438
63.0273231,21.7629284
63.0251085,21.7771469
63.024471,21.7927422
63.0240529,21.7955093
63.0239258,21.7961605
63.0234309,21.7982812
63.022377,21.8029044
63.0218334,21.8052294
63.0200785,21.8125601
63.0190711,21.817001
63.0184821,21.8193734
63.0173391,21.8240407
63.0171557,21.824801
63.0168322,21.8261204
63.0165768,21.8270909
63.0163929,21.8278973
63.0161529,21.8289001
63.0148324,21.8344191
63.0140307,21.837769
63.0130295,21.841953
63.0126746,21.8434359
63.0098388,21.8552764
63.0085757,21.8605732
63.0085557,21.8606317
63.0057788,21.8720621
63.0057335,21.8722658
63.0056035,21.8728507
63.0053764,21.8737905
63.0052027,21.874521
63.005151,21.8747382
63.0044545,21.8778014
63.0037529,21.8818074
63.0031359,21.886175
63.0022278,21.8926325
63.0008634,21.9021432
63.0005529,21.9046006
63.0004161,21.905524
63.0001906,21.9068702
63.0001434,21.9071465
62.9999141,21.9083902
62.9994293,21.9104147
62.9992752,21.9109554
62.9985457,21.913343
62.9972941,21.9175877
62.9965663,21.9222804
62.9964298,21.9269221
62.9964333,21.9272689
62.9962716,21.9355896
62.9959265,21.9395487
62.9956279,21.9425416
62.9946116,21.9528379
62.9944139,21.9549634
62.9938961,21.9586533
62.9936789,21.9599715
62.9935049,21.9610275
62.9933026,21.9620652
62.9928282,21.9647925
62.9917211,21.9707949
62.9912412,21.9737356
62.9887967,21.9849901
62.9858404,21.9922714
62.9857721,21.9924339
62.9839176,22.00007
