55.4926834,12.0722328
55.4931453,12.0722449
55.4931733,12.0731199
55.4931871,12.0736242
55.493211,12.0742145
55.4932042,12.0749925
55.4911456,12.0754498
55.4910148,12.0749495
55.4909684,12.0742869
55.4906031,12.0743798
55.4903996,12.0743575
55.4900871,12.0743234
55.4899968,12.0743138
55.4897979,12.0743387
55.4893516,12.075308
55.4890256,12.0750203
55.4887848,12.0748629
55.4887343,12.0748299
55.4884867,12.0746681
55.4882713,12.0745635
55.4878316,12.0742373
55.4873228,12.0739099
55.4855925,12.0727876
55.4854606,12.0727037
55.4853474,12.0726316
55.4845349,12.0720962
55.4844401,12.0720411
55.484158,12.0718771
55.4805636,12.0731333
55.48024,12.0734742
55.4797064,12.0724332
55.4794958,12.0723027
55.4791103,12.0721349
55.4789893,12.0729707
55.4760329,12.0721345
55.4757815,12.0721199
55.474036,12.0717411
55.4733632,12.0715057
55.4732472,12.0714667
55.4729758,12.0714044
55.4723103,12.0713434
55.4720534,12.0713593
55.4718974,12.0713784
55.4715258,12.0714388
55.4713977,12.0714688
55.4712003,12.0715175
55.4710376,12.0715838
55.4709374,12.071622
55.4721892,12.0764605
55.4723046,12.0768187
55.4725598,12.0775289
55.4789594,12.1002636
55.4790431,12.1009161
55.479615,12.1307167
55.4802229,12.1485622
55.4841038,12.1609971
55.4843908,12.1615555
55.4894814,12.1682203
55.4910311,12.1693898
55.4913987,12.169643
55.501049,12.1741967
55.5093524,12.1785231
55.5164649,12.1882754
55.5217986,12.1940206
55.5428639,12.211485
55.5432697,12.2124898
55.5485419,12.221564
55.5534015,12.2253252
55.5574988,12.2276438
55.5588569,12.2285873
55.5631097,12.2322049
55.5634141,12.2325077
55.5648806,12.2340131
55.5787314,12.2546359
55.5851806,12.2629014
55.5951496,12.2819745
55.5988716,12.2933914
55.6025212,12.3026461
55.6070797,12.3118544
55.6105302,12.3187462
55.6213651,12.3488156
55.6255978,12.3640948
55.6257067,12.3645229
55.6270275,12.3712271
55.6271182,12.3717982
55.6278857,12.3768364
55.6290047,12.3915895
55.6290576,12.3927167
55.6295691,12.4020417
55.6305053,12.4202326
55.6337344,12.4279294
55.6366798,12.4267261
55.640567,12.425062
55.6407878,12.4249666
55.6421531,12.4244339
55.6429423,12.4241776
55.6444972,12.4237652
55.6475465,12.4232387
55.6652935,12.4226686
55.669392,12.4220513
55.6736907,12.4228488
55.6811287,12.4278549
55.6856231,12.4295782
55.6866918,12.4299411
55.69151,12.4345294
